"journal_name","issn","e_issn","category","edition","total_citations","impact_factor_2023","jif_quartile","jci_2023","percent_oa_gold"
"BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN","0009-2673","1348-0634","CHEMISTRY, MULTIDISCIPLINARY","('SCIE',)","10,694","3.3","Q2","0.46","1.03"
"Cell Adhesion & Migration","1933-6918","1933-6926","CELL BIOLOGY","('SCIE',)","2,404","3.3","Q3","0.44","100.00"
"MRS Energy & Sustainability","2329-2229","2329-2237","ENERGY & FUELS","('ESCI',)","545","3.3","Q3","0.35","19.70"
"Nanofabrication","2299-680X","2299-680X","NANOSCIENCE & NANOTECHNOLOGY","('ESCI',)","143","3.3","Q3","0.33","72.55"
"Advances in Nonlinear Analysis","2191-9496","2191-950X","('MATHEMATICS', 'MATHEMATICS, APPLIED')","('SCIE', 'SCIE')","1,193","3.2","('Q1', 'Q1')","3.40","97.35"
"Journal of Critical Realism","1476-7430","1572-5138","('PHILOSOPHY', 'SOCIAL SCIENCES, INTERDISCIPLINARY')","('ESCI', 'ESCI')","682","3.2","('N/A', 'Q1')","3.19","35.05"
"BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE","0007-0882","1464-3537","HISTORY & PHILOSOPHY OF SCIENCE","('AHCI', 'SCIE', 'SSCI')","2,452","3.2","Q1","2.89","51.47"
"Regulation & Governance","1748-5983","1748-5991","('LAW', 'POLITICAL SCIENCE', 'PUBLIC ADMINISTRATION')","('SSCI', 'SSCI', 'SSCI')","2,034","3.2","('Q1', 'Q1', 'Q1')","2.15","57.28"
"Journal of Experimental Political Science","2052-2630","2052-2649","POLITICAL SCIENCE","('ESCI',)","660","3.2","Q1","2.13","53.72"
"JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY","1072-5369","1573-7764","('ANTHROPOLOGY', 'ARCHAEOLOGY')","('SSCI', 'AHCI')","2,179","3.2","('Q1', 'N/A')","2.06","48.53"
"ANNALS OF STATISTICS","0090-5364","","STATISTICS & PROBABILITY","('SCIE',)","26,777","3.2","Q1","1.87","1.06"
"REVIEW OF INTERNATIONAL STUDIES","0260-2105","1469-9044","INTERNATIONAL RELATIONS","('SSCI',)","3,139","3.2","Q1","1.87","62.05"
"ENGLISH FOR SPECIFIC PURPOSES","0889-4906","1873-1937","LINGUISTICS","('SSCI',)","2,535","3.2","Q1","1.80","14.29"
"FUZZY SETS AND SYSTEMS","0165-0114","1872-6801","('COMPUTER SCIENCE, THEORY & METHODS', 'MATHEMATICS, APPLIED', 'STATISTICS & PROBABILITY')","('SCIE', 'SCIE', 'SCIE')","17,604","3.2","('Q2', 'Q1', 'Q1')","1.78","12.13"
"Education and Training","0040-0912","1758-6127","EDUCATION & EDUCATIONAL RESEARCH","('SSCI',)","3,054","3.2","Q1","1.71","17.71"
"Stata Journal","1536-867X","1536-8734","('SOCIAL SCIENCES, MATHEMATICAL METHODS', 'STATISTICS & PROBABILITY')","('SSCI', 'SCIE')","8,354","3.2","('Q1', 'Q1')","1.71","29.25"
"Insect Systematics and Diversity","","2399-3421","ENTOMOLOGY","('SCIE',)","422","3.2","Q1","1.68","25.00"
"MINERVA","0026-4695","1573-1871","('EDUCATION & EDUCATIONAL RESEARCH', 'HISTORY & PHILOSOPHY OF SCIENCE', 'SOCIAL SCIENCES, INTERDISCIPLINARY')","('SSCI', 'SSCI', 'SSCI')","1,480","3.2","('Q1', 'Q1', 'Q1')","1.68","61.04"
"International Journal of Mental Health and Addiction","1557-1874","1557-1882","('PSYCHIATRY', 'PSYCHOLOGY, CLINICAL', 'SUBSTANCE ABUSE')","('SCIE, SSCI', 'SSCI', 'SCIE, SSCI')","6,544","3.2","('Q2', 'Q1', 'Q1')","1.66","34.20"
"Journal of Prosthodontic Research","1883-1958","2212-4632","DENTISTRY, ORAL SURGERY & MEDICINE","('SCIE',)","2,890","3.2","Q1","1.63","97.24"
"Open Learning","0268-0513","1469-9958","EDUCATION & EDUCATIONAL RESEARCH","('ESCI',)","594","3.2","Q1","1.63","28.57"
"Animal Frontiers","2160-6056","2160-6064","AGRICULTURE, DAIRY & ANIMAL SCIENCE","('SCIE',)","1,818","3.2","Q1","1.60","89.40"
"SOCIOLOGIA RURALIS","0038-0199","1467-9523","('GEOGRAPHY', 'SOCIOLOGY')","('SSCI', 'SSCI')","2,670","3.2","('Q1', 'Q1')","1.60","62.81"
"EARLY CHILDHOOD RESEARCH QUARTERLY","0885-2006","1873-7706","('EDUCATION & EDUCATIONAL RESEARCH', 'PSYCHOLOGY, DEVELOPMENTAL')","('SSCI', 'SSCI')","6,611","3.2","('Q1', 'Q1')","1.59","20.67"
"Andrology","2047-2919","2047-2927","ANDROLOGY","('SCIE',)","5,064","3.2","Q1","1.55","29.59"
"SURGERY","0039-6060","","SURGERY","('SCIE',)","22,004","3.2","Q1","1.54","13.49"
"Socio-Economic Review","1475-1461","1475-147X","('ECONOMICS', 'POLITICAL SCIENCE', 'SOCIOLOGY')","('SSCI', 'SSCI', 'SSCI')","2,700","3.2","('Q1', 'Q1', 'Q1')","1.53","32.42"
"Journal of Family Theory & Review","1756-2570","1756-2589","FAMILY STUDIES","('SSCI',)","1,835","3.2","Q1","1.52","28.45"
"JOURNAL OF CLINICAL NURSING","0962-1067","1365-2702","NURSING","('SCIE', 'SSCI')","18,208","3.2","Q1","1.47","30.94"
"Qualitative Research","1468-7941","1741-3109","('SOCIAL SCIENCES, INTERDISCIPLINARY', 'SOCIOLOGY')","('SSCI', 'SSCI')","5,557","3.2","('Q1', 'Q1')","1.45","45.88"
"BMC Family Practice","","1471-2296","('MEDICINE, GENERAL & INTERNAL', 'PRIMARY HEALTH CARE')","('SCIE', 'SCIE')","6,478","3.2","('Q1', 'Q1')","1.43","100.00"
"Cultural Diversity & Ethnic Minority Psychology","1099-9809","1939-0106","('ETHNIC STUDIES', 'PSYCHOLOGY, SOCIAL')","('SSCI', 'SSCI')","4,238","3.2","('Q1', 'Q1')","1.43","5.95"
"PLASTIC AND RECONSTRUCTIVE SURGERY","0032-1052","1529-4242","SURGERY","('SCIE',)","41,786","3.2","Q1","1.42","3.67"
"PHYSICAL REVIEW C","2469-9985","2469-9993","PHYSICS, NUCLEAR","('SCIE',)","52,052","3.2","Q2","1.40","14.96"
"ACM Transactions on Computing Education","1946-6226","1946-6226","EDUCATION, SCIENTIFIC DISCIPLINES","('SCIE',)","1,243","3.2","Q1","1.39","4.07"
"CLINICA CHIMICA ACTA","0009-8981","1873-3492","MEDICAL LABORATORY TECHNOLOGY","('SCIE',)","20,671","3.2","Q2","1.39","16.95"
"INTERNATIONAL DENTAL JOURNAL","0020-6539","1875-595X","DENTISTRY, ORAL SURGERY & MEDICINE","('SCIE',)","3,514","3.2","Q1","1.38","94.34"
"SOCIAL SCIENCE RESEARCH","0049-089X","1096-0317","SOCIOLOGY","('SSCI',)","6,444","3.2","Q1","1.37","30.04"
"Forensic Science International-Genetics","1872-4973","1878-0326","('GENETICS & HEREDITY', 'MEDICINE, LEGAL')","('SCIE', 'SCIE')","5,688","3.2","('Q2', 'Q1')","1.36","26.09"
"BRITISH JOURNAL OF SOCIAL PSYCHOLOGY","0144-6665","2044-8309","PSYCHOLOGY, SOCIAL","('SSCI',)","6,451","3.2","Q1","1.35","52.73"
"Italian Journal of Pediatrics","1720-8424","1824-7288","PEDIATRICS","('SCIE',)","4,139","3.2","Q1","1.32","99.64"
"Global Media and China","2059-4364","2059-4372","COMMUNICATION","('ESCI',)","397","3.2","Q1","1.31","93.06"
"Ophthalmology Science","2666-9145","2666-9145","OPHTHALMOLOGY","('ESCI',)","720","3.2","Q1","1.31","93.79"
"BRITISH JOURNAL OF PSYCHOLOGY","0007-1269","2044-8295","PSYCHOLOGY, MULTIDISCIPLINARY","('SSCI',)","5,437","3.2","Q1","1.30","44.65"
"JOURNAL OF PAIN AND SYMPTOM MANAGEMENT","0885-3924","1873-6513","('CLINICAL NEUROLOGY', 'HEALTH CARE SCIENCES & SERVICES', 'MEDICINE, GENERAL & INTERNAL')","('SCIE', 'SCIE', 'SCIE')","14,594","3.2","('Q2', 'Q1', 'Q1')","1.30","28.36"
"Annals of the American Association of Geographers","2469-4452","2469-4460","GEOGRAPHY","('SSCI',)","3,807","3.2","Q1","1.29","30.51"
"Aquaculture Reports","2352-5134","2352-5134","FISHERIES","('SCIE',)","5,214","3.2","Q1","1.29","96.51"
"Journal of Esthetic and Restorative Dentistry","1496-4155","1708-8240","DENTISTRY, ORAL SURGERY & MEDICINE","('SCIE',)","3,785","3.2","Q1","1.28","16.54"
"Clinical and Experimental Pediatrics","","2713-4148","PEDIATRICS","('ESCI',)","783","3.2","Q1","1.27","100.00"
"JMIR Medical Education","2369-3762","2369-3762","EDUCATION, SCIENTIFIC DISCIPLINES","('ESCI',)","1,517","3.2","Q1","1.27","98.98"
"Quantitative Finance and Economics","2573-0134","2573-0134","BUSINESS, FINANCE","('ESCI',)","409","3.2","Q1","1.26","95.83"
"SPECTROCHIMICA ACTA PART B-ATOMIC SPECTROSCOPY","0584-8547","1873-3565","SPECTROSCOPY","('SCIE',)","8,189","3.2","Q1","1.26","25.15"
"INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY","0965-1748","1879-0240","('BIOCHEMISTRY & MOLECULAR BIOLOGY', 'ENTOMOLOGY')","('SCIE', 'SCIE')","8,884","3.2","('Q2', 'Q1')","1.25","28.26"
"ORE GEOLOGY REVIEWS","0169-1368","1872-7360","('GEOLOGY', 'MINERALOGY', 'MINING & MINERAL PROCESSING')","('SCIE', 'SCIE', 'SCIE')","18,630","3.2","('Q1', 'Q1', 'Q1')","1.24","69.05"
"ENVIRONMENTAL & RESOURCE ECONOMICS","0924-6460","1573-1502","('ECONOMICS', 'ENVIRONMENTAL STUDIES')","('SSCI', 'SSCI')","6,158","3.2","('Q1', 'Q2')","1.23","45.26"
"Insect Conservation and Diversity","1752-458X","1752-4598","ENTOMOLOGY","('SCIE',)","2,117","3.2","Q1","1.23","45.50"
"JOURNAL OF PERSONALITY","0022-3506","1467-6494","PSYCHOLOGY, SOCIAL","('SSCI',)","10,287","3.2","Q1","1.23","45.91"
"Paleoceanography and Paleoclimatology","2572-4517","2572-4525","('GEOSCIENCES, MULTIDISCIPLINARY', 'OCEANOGRAPHY', 'PALEONTOLOGY')","('SCIE', 'SCIE', 'SCIE')","2,031","3.2","('Q2', 'Q1', 'Q1')","1.21","39.66"
"DISEASES OF THE COLON & RECTUM","0012-3706","1530-0358","('GASTROENTEROLOGY & HEPATOLOGY', 'SURGERY')","('SCIE', 'SCIE')","13,495","3.2","('Q2', 'Q1')","1.19","5.30"
"PSICOTHEMA","0214-9915","1886-144X","PSYCHOLOGY, MULTIDISCIPLINARY","('SSCI',)","4,138","3.2","Q1","1.19","0.00"
"Social Psychology of Education","1381-2890","1573-1928","PSYCHOLOGY, EDUCATIONAL","('SSCI',)","2,609","3.2","Q1","1.14","43.49"
"Communication & Sport","2167-4795","2167-4809","('COMMUNICATION', 'HOSPITALITY, LEISURE, SPORT & TOURISM')","('SSCI', 'SSCI')","1,280","3.2","('Q1', 'Q2')","1.10","16.97"
"Health and Quality of Life Outcomes","","1477-7525","('HEALTH CARE SCIENCES & SERVICES', 'HEALTH POLICY & SERVICES')","('SCIE', 'SSCI')","14,119","3.2","('Q1', 'Q1')","1.10","100.00"
"OPTICS EXPRESS","1094-4087","","OPTICS","('SCIE',)","131,550","3.2","Q2","1.10","99.29"
"INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL","1049-8923","1099-1239","('AUTOMATION & CONTROL SYSTEMS', 'ENGINEERING, ELECTRICAL & ELECTRONIC', 'MATHEMATICS, APPLIED')","('SCIE', 'SCIE', 'SCIE')","12,333","3.2","('Q2', 'Q2', 'Q1')","1.09","5.09"
"NEUROEPIDEMIOLOGY","0251-5350","1423-0208","('CLINICAL NEUROLOGY', 'PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH')","('SCIE', 'SCIE')","4,283","3.2","('Q2', 'Q2')","1.09","28.08"
"SPE JOURNAL","1086-055X","1930-0220","ENGINEERING, PETROLEUM","('SCIE',)","9,731","3.2","Q1","1.08","0.29"
"Kidney Medicine","2590-0595","2590-0595","UROLOGY & NEPHROLOGY","('ESCI',)","1,183","3.2","Q1","1.07","83.48"
"PSYCHOLOGY OF ADDICTIVE BEHAVIORS","0893-164X","1939-1501","('PSYCHOLOGY, MULTIDISCIPLINARY', 'SUBSTANCE ABUSE')","('SSCI', 'SSCI')","5,527","3.2","('Q1', 'Q1')","1.07","12.82"
"JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY","0022-1031","1096-0465","PSYCHOLOGY, SOCIAL","('SSCI',)","14,667","3.2","Q1","1.06","27.02"
"POPULATION AND ENVIRONMENT","0199-0039","1573-7810","('DEMOGRAPHY', 'ENVIRONMENTAL STUDIES')","('SSCI', 'SSCI')","1,881","3.2","('Q1', 'Q2')","1.06","35.21"
"European Urology Open Science","2666-1691","2666-1683","UROLOGY & NEPHROLOGY","('SCIE',)","1,134","3.2","Q1","1.05","96.88"
"CONTEMPORARY ACCOUNTING RESEARCH","0823-9150","1911-3846","BUSINESS, FINANCE","('SSCI',)","8,264","3.2","Q1","1.04","29.30"
"JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS","0162-3257","1573-3432","PSYCHOLOGY, DEVELOPMENTAL","('SSCI',)","28,209","3.2","Q1","1.04","30.39"
"Journal of Racial and Ethnic Health Disparities","2197-3792","2196-8837","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","('SSCI',)","4,806","3.2","Q2","1.04","18.29"
"CORTEX","0010-9452","1973-8102","('BEHAVIORAL SCIENCES', 'NEUROSCIENCES', 'PSYCHOLOGY, EXPERIMENTAL')","('SCIE', 'SCIE', 'SSCI')","12,724","3.2","('Q1', 'Q2', 'Q1')","1.02","44.48"
"MEDICAL PHYSICS","0094-2405","2473-4209","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","('SCIE',)","30,140","3.2","Q1","1.02","23.15"
"Design Studies","0142-694X","1872-6909","('ENGINEERING, MANUFACTURING', 'ENGINEERING, MULTIDISCIPLINARY')","('SCIE', 'SCIE')","3,214","3.2","('Q2', 'Q1')","1.01","48.96"
"EUROPEAN JOURNAL OF RADIOLOGY","0720-048X","1872-7727","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","('SCIE',)","16,891","3.2","Q1","1.01","18.91"
"PEDIATRIC NEUROLOGY","0887-8994","1873-5150","('CLINICAL NEUROLOGY', 'PEDIATRICS')","('SCIE', 'SCIE')","6,406","3.2","('Q2', 'Q1')","1.01","16.21"
"ADMINISTRATION & SOCIETY","0095-3997","1552-3039","PUBLIC ADMINISTRATION","('SSCI',)","2,705","3.2","Q1","1.00","24.16"
"Frontiers in Physiology","","1664-042X","PHYSIOLOGY","('SCIE',)","55,909","3.2","Q2","0.99","99.49"
"IEEE TRANSACTIONS ON BROADCASTING","0018-9316","1557-9611","('ENGINEERING, ELECTRICAL & ELECTRONIC', 'TELECOMMUNICATIONS')","('SCIE', 'SCIE')","2,447","3.2","('Q2', 'Q2')","0.98","8.78"
"Journal of Hepato-Biliary-Pancreatic Sciences","1868-6974","1868-6982","('GASTROENTEROLOGY & HEPATOLOGY', 'SURGERY')","('SCIE', 'SCIE')","5,368","3.2","('Q2', 'Q1')","0.97","9.63"
"Kidney360","2641-7650","2641-7650","UROLOGY & NEPHROLOGY","('ESCI',)","1,962","3.2","Q1","0.97","99.84"
"3D Printing in Medicine","","2365-6271","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","('ESCI',)","697","3.2","Q1","0.96","100.00"
"Quaternary Science Reviews","0277-3791","1873-457X","('GEOGRAPHY, PHYSICAL', 'GEOSCIENCES, MULTIDISCIPLINARY')","('SCIE', 'SCIE')","25,450","3.2","('Q1', 'Q2')","0.96","41.75"
"Solid Earth","1869-9510","1869-9529","GEOCHEMISTRY & GEOPHYSICS","('SCIE',)","3,116","3.2","Q1","0.96","99.28"
"Head & Neck Pathology","1936-055X","1936-0568","PATHOLOGY","('ESCI',)","3,430","3.2","Q2","0.95","10.94"
"Journal of Pregnancy","2090-2727","2090-2735","OBSTETRICS & GYNECOLOGY","('ESCI',)","972","3.2","Q1","0.94","100.00"
"CRYSTAL GROWTH & DESIGN","1528-7483","1528-7505","('CHEMISTRY, MULTIDISCIPLINARY', 'CRYSTALLOGRAPHY', 'MATERIALS SCIENCE, MULTIDISCIPLINARY')","('SCIE', 'SCIE', 'SCIE')","30,998","3.2","('Q2', 'Q1', 'Q2')","0.93","13.15"
"JOURNAL OF ASSISTED REPRODUCTION AND GENETICS","1058-0468","1573-7330","('GENETICS & HEREDITY', 'OBSTETRICS & GYNECOLOGY', 'REPRODUCTIVE BIOLOGY')","('SCIE', 'SCIE', 'SCIE')","9,435","3.2","('Q2', 'Q1', 'Q2')","0.93","14.40"
"EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT","1015-5759","2151-2426","PSYCHOLOGY, APPLIED","('SSCI',)","3,172","3.2","Q2","0.92","21.43"
"Population Health Metrics","1478-7954","1478-7954","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","('SSCI',)","1,639","3.2","Q2","0.92","100.00"
"PRECAMBRIAN RESEARCH","0301-9268","1872-7433","GEOSCIENCES, MULTIDISCIPLINARY","('SCIE',)","21,846","3.2","Q2","0.92","13.30"
"Archives of Public Health","0778-7367","2049-3258","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","('SCIE', 'SSCI')","3,475","3.2","Q2","0.91","99.69"
"BURNS","0305-4179","1879-1409","('CRITICAL CARE MEDICINE', 'DERMATOLOGY', 'SURGERY')","('SCIE', 'SCIE', 'SCIE')","9,860","3.2","('Q2', 'Q2', 'Q1')","0.91","14.26"
"International Journal of Cardiology","0167-5273","1874-1754","CARDIAC & CARDIOVASCULAR SYSTEMS","('SCIE',)","31,772","3.2","Q2","0.91","20.14"
"NEUROENDOCRINOLOGY","0028-3835","1423-0194","('ENDOCRINOLOGY & METABOLISM', 'NEUROSCIENCES')","('SCIE', 'SCIE')","5,344","3.2","('Q2', 'Q2')","0.91","21.07"
"Genome Biology and Evolution","1759-6653","1759-6653","('EVOLUTIONARY BIOLOGY', 'GENETICS & HEREDITY')","('SCIE', 'SCIE')","8,727","3.2","('Q2', 'Q2')","0.90","93.81"
"Nonprofit Management & Leadership","1048-6682","1542-7854","('MANAGEMENT', 'PUBLIC ADMINISTRATION')","('SSCI', 'SSCI')","1,723","3.2","('Q2', 'Q1')","0.90","20.49"
"CLINICAL PSYCHOLOGY & PSYCHOTHERAPY","1063-3995","1099-0879","PSYCHOLOGY, CLINICAL","('SSCI',)","4,941","3.2","Q1","0.89","38.06"
"ESC Heart Failure","2055-5822","2055-5822","CARDIAC & CARDIOVASCULAR SYSTEMS","('SCIE',)","7,184","3.2","Q2","0.89","67.59"
"Frontiers in Psychiatry","1664-0640","1664-0640","PSYCHIATRY","('SCIE', 'SSCI')","38,643","3.2","Q2","0.89","99.43"
"Grey Systems-Theory and Application","2043-9377","2043-9385","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","('SCIE',)","801","3.2","Q1","0.89","0.99"
"Echo Research and Practice","2055-0464","2055-0464","CARDIAC & CARDIOVASCULAR SYSTEMS","('ESCI',)","507","3.2","Q2","0.87","100.00"
"Journal of Accounting in Emerging Economies","2042-1168","2042-1176","BUSINESS, FINANCE","('ESCI',)","971","3.2","Q1","0.87","5.88"
"Journal of Transport & Health","2214-1405","","('PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH', 'TRANSPORTATION')","('SSCI', 'SSCI')","3,766","3.2","('Q2', 'Q3')","0.87","29.28"
"MOLECULAR PHARMACOLOGY","0026-895X","1521-0111","PHARMACOLOGY & PHARMACY","('SCIE',)","13,017","3.2","Q2","0.87","24.59"
"RHEUMATOLOGY INTERNATIONAL","0172-8172","1437-160X","RHEUMATOLOGY","('SCIE',)","9,274","3.2","Q2","0.87","30.03"
"CONNECTION SCIENCE","0954-0091","1360-0494","('COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE', 'COMPUTER SCIENCE, THEORY & METHODS')","('SCIE', 'SCIE')","1,256","3.2","('Q2', 'Q2')","0.86","89.56"
"IEEE SIGNAL PROCESSING LETTERS","1070-9908","1558-2361","ENGINEERING, ELECTRICAL & ELECTRONIC","('SCIE',)","15,727","3.2","Q2","0.86","8.76"
"Kidney Diseases","2296-9381","2296-9357","UROLOGY & NEPHROLOGY","('SCIE',)","989","3.2","Q1","0.86","100.00"
"OCEANOGRAPHY","1042-8275","1042-8275","OCEANOGRAPHY","('SCIE',)","4,830","3.2","Q1","0.86","77.40"
"Archives of Womens Mental Health","1434-1816","1435-1102","PSYCHIATRY","('SCIE',)","4,991","3.2","Q2","0.85","32.97"
"JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY","0022-3069","1554-6578","('CLINICAL NEUROLOGY', 'NEUROSCIENCES', 'PATHOLOGY')","('SCIE', 'SCIE', 'SCIE')","9,153","3.2","('Q2', 'Q2', 'Q2')","0.85","19.42"
"Neurology International","2035-8377","2035-8377","CLINICAL NEUROLOGY","('ESCI',)","782","3.2","Q2","0.85","99.15"
"Atmospheric Measurement Techniques","1867-1381","1867-8548","METEOROLOGY & ATMOSPHERIC SCIENCES","('SCIE',)","14,248","3.2","Q2","0.84","99.82"
"BIOPHYSICAL JOURNAL","0006-3495","1542-0086","BIOPHYSICS","('SCIE',)","45,160","3.2","Q2","0.84","73.83"
"High-Confidence Computing","","2667-2952","COMPUTER SCIENCE, INFORMATION SYSTEMS","('ESCI',)","149","3.2","Q2","0.84","96.39"
"JOURNAL OF NEURO-ONCOLOGY","0167-594X","1573-7373","('CLINICAL NEUROLOGY', 'ONCOLOGY')","('SCIE', 'SCIE')","14,904","3.2","('Q2', 'Q2')","0.84","24.35"
"EUROPEAN CELLS & MATERIALS","1473-2262","1473-2262","('CELL & TISSUE ENGINEERING', 'ENGINEERING, BIOMEDICAL', 'MATERIALS SCIENCE, BIOMATERIALS', 'ORTHOPEDICS')","('SCIE', 'SCIE', 'SCIE', 'SCIE')","2,888","3.2","('Q3', 'Q2', 'Q3', 'Q1')","0.83","5.98"
"Theoretical and Applied Mechanics Letters","2095-0349","2589-0336","MECHANICS","('ESCI',)","1,322","3.2","Q2","0.83","98.84"
"Current Research in Translational Medicine","2452-3186","2452-3186","MEDICINE, RESEARCH & EXPERIMENTAL","('SCIE',)","589","3.2","Q2","0.82","20.93"
"Internal and Emergency Medicine","1828-0447","1970-9366","MEDICINE, GENERAL & INTERNAL","('SCIE',)","4,471","3.2","Q1","0.82","37.69"
"JOURNAL OF IMMUNOTHERAPY","1524-9557","1537-4513","('IMMUNOLOGY', 'MEDICINE, RESEARCH & EXPERIMENTAL', 'ONCOLOGY')","('SCIE', 'SCIE', 'SCIE')","3,156","3.2","('Q3', 'Q2', 'Q2')","0.82","25.85"
"Land","","2073-445X","ENVIRONMENTAL STUDIES","('SSCI',)","18,080","3.2","Q2","0.82","99.73"
"Journal of Humanitarian Logistics and Supply Chain Management","2042-6747","2042-6755","MANAGEMENT","('ESCI',)","783","3.2","Q2","0.81","46.67"
"METABOLIC BRAIN DISEASE","0885-7490","1573-7365","('ENDOCRINOLOGY & METABOLISM', 'NEUROSCIENCES')","('SCIE', 'SCIE')","5,940","3.2","('Q2', 'Q2')","0.81","6.36"
"MOLECULAR PLANT-MICROBE INTERACTIONS","0894-0282","1943-7706","('BIOCHEMISTRY & MOLECULAR BIOLOGY', 'BIOTECHNOLOGY & APPLIED MICROBIOLOGY', 'PLANT SCIENCES')","('SCIE', 'SCIE', 'SCIE')","11,821","3.2","('Q2', 'Q2', 'Q2')","0.81","97.47"
"Economics of Innovation and New Technology","1043-8599","1476-8364","ECONOMICS","('SSCI',)","2,202","3.2","Q1","0.80","18.32"
"IATSS Research","0386-1112","2210-4240","TRANSPORTATION","('ESCI',)","1,458","3.2","Q3","0.80","97.06"
"JOURNAL OF SOLID STATE CHEMISTRY","0022-4596","1095-726X","('CHEMISTRY, INORGANIC & NUCLEAR', 'CHEMISTRY, PHYSICAL')","('SCIE', 'SCIE')","28,202","3.2","('Q2', 'Q2')","0.80","7.59"
"Knowledge Management Research & Practice","1477-8238","1477-8246","('INFORMATION SCIENCE & LIBRARY SCIENCE', 'MANAGEMENT')","('SSCI', 'SSCI')","1,866","3.2","('Q1', 'Q2')","0.80","12.36"
"NUTRITION","0899-9007","1873-1244","NUTRITION & DIETETICS","('SCIE',)","14,372","3.2","Q2","0.80","21.60"
"PHYTOCHEMISTRY","0031-9422","1873-3700","('BIOCHEMISTRY & MOLECULAR BIOLOGY', 'PLANT SCIENCES')","('SCIE', 'SCIE')","31,846","3.2","('Q2', 'Q2')","0.80","9.25"
"SEMINARS IN PERINATOLOGY","0146-0005","1558-075X","('OBSTETRICS & GYNECOLOGY', 'PEDIATRICS')","('SCIE', 'SCIE')","4,526","3.2","('Q1', 'Q1')","0.80","20.00"
"Biotechnology Journal","1860-6768","1860-7314","('BIOCHEMICAL RESEARCH METHODS', 'BIOTECHNOLOGY & APPLIED MICROBIOLOGY')","('SCIE', 'SCIE')","7,297","3.2","('Q2', 'Q2')","0.79","26.37"
"Frontiers in Neuroscience","","1662-453X","NEUROSCIENCES","('SCIE',)","46,766","3.2","Q2","0.79","99.49"
"ENVIRONMENTAL GEOCHEMISTRY AND HEALTH","0269-4042","1573-2983","('ENGINEERING, ENVIRONMENTAL', 'ENVIRONMENTAL SCIENCES', 'PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH', 'WATER RESOURCES')","('SCIE', 'SCIE', 'SCIE', 'SCIE')","9,097","3.2","('Q3', 'Q2', 'Q2', 'Q2')","0.78","11.57"
"JOURNAL OF NEURAL TRANSMISSION","0300-9564","1435-1463","('CLINICAL NEUROLOGY', 'NEUROSCIENCES')","('SCIE', 'SCIE')","8,612","3.2","('Q2', 'Q2')","0.78","52.38"
"Journal of Neuromuscular Diseases","2214-3599","2214-3602","('CLINICAL NEUROLOGY', 'NEUROSCIENCES')","('SCIE', 'SCIE')","1,509","3.2","('Q2', 'Q2')","0.78","54.18"
"PSYCHONOMIC BULLETIN & REVIEW","1069-9384","1531-5320","('PSYCHOLOGY, EXPERIMENTAL', 'PSYCHOLOGY, MATHEMATICAL')","('SSCI', 'SSCI')","13,996","3.2","('Q1', 'Q1')","0.78","41.01"
"Systems Science & Control Engineering","","2164-2583","AUTOMATION & CONTROL SYSTEMS","('ESCI',)","1,775","3.2","Q2","0.77","99.13"
"CELL TRANSPLANTATION","0963-6897","1555-3892","('CELL & TISSUE ENGINEERING', 'MEDICINE, RESEARCH & EXPERIMENTAL', 'TRANSPLANTATION')","('SCIE', 'SCIE', 'SCIE')","7,013","3.2","('Q3', 'Q2', 'Q2')","0.76","95.50"
"Frontiers in Digital Health","","2673-253X","('HEALTH CARE SCIENCES & SERVICES', 'MEDICAL INFORMATICS')","('ESCI', 'ESCI')","1,751","3.2","('Q1', 'Q2')","0.76","99.55"
"International Journal of Medical Sciences","1449-1907","1449-1907","MEDICINE, GENERAL & INTERNAL","('SCIE',)","7,790","3.2","Q1","0.76","99.62"
"JOURNAL OF GENE MEDICINE","1099-498X","1521-2254","('BIOTECHNOLOGY & APPLIED MICROBIOLOGY', 'GENETICS & HEREDITY', 'MEDICINE, RESEARCH & EXPERIMENTAL')","('SCIE', 'SCIE', 'SCIE')","2,554","3.2","('Q2', 'Q2', 'Q2')","0.76","8.22"
