"","Rank","Title","Type","SJR","SJR.Best.Quartile","H.index","Total.Docs...2016.","Total.Docs...3years.","Total.Refs.","Total.Cites..3years.","Citable.Docs...3years.","Cites...Doc...2years.","Ref....Doc.","Country","Categories","ISSN","ISSN.1","ISSN.2"
"366",1401,"Journal of Bacteriology","journal",1.908,"Q1",208,338,1422,16520,4267,1358,2.95,48.88,"United States","Microbiology (Q1); Molecular Biology (Q1)","10985530; 00219193","10985530","00219193"
"367",1402,"World Allergy Organization Journal","journal",1.907,"Q1",22,40,95,2970,578,87,6.53,74.25,"United States","Immunology and Allergy (Q1)","19394551","19394551",""
"368",1413,"Genes, Brain and Behavior","journal",1.902,"Q1",75,71,239,5646,817,225,3.87,79.52,"United Kingdom","Behavioral Neuroscience (Q1); Genetics (Q1); Neurology (Q1)","16011848; 1601183X","16011848","1601183X"
"369",1420,"FEBS Letters","journal",1.898,"Q1",225,442,1803,21046,6208,1747,3.67,47.62,"United States","Biochemistry (Q1); Biophysics (Q1); Cell Biology (Q1); Genetics (Q1); Molecular Biology (Q1); Structural Biology (Q1)","00145793","00145793",""
"370",1422,"Multiple Sclerosis","journal",1.897,"Q1",101,303,1060,6685,3191,860,3.37,22.06,"United States","Neurology (Q1); Neurology (clinical) (Q1)","13524585; 14770970","13524585","14770970"
"371",1426,"Fibrogenesis and Tissue Repair","journal",1.891,"Q1",33,6,55,351,238,52,3.09,58.5,"United Kingdom","Dermatology (Q1); Gastroenterology (Q1); Hepatology (Q1); Medicine (miscellaneous) (Q1); Rheumatology (Q1)","17551536","17551536",""
"372",1430,"Immunology","journal",1.888,"Q1",110,122,490,7003,1828,484,3.57,57.4,"United Kingdom","Immunology (Q1); Immunology and Allergy (Q1)","13652567; 00192805","13652567","00192805"
"373",1434,"American Journal of Medicine","journal",1.884,"Q1",199,558,1394,8917,2950,709,3.97,15.98,"United States","Medicine (miscellaneous) (Q1)","00029343","00029343",""
"374",1436,"Virology","journal",1.883,"Q1",154,361,1261,18330,4312,1228,3.43,50.78,"United States","Virology (Q1)","00426822; 1089862X","00426822","1089862X"
"375",1444,"Frontiers in Neuroscience","journal",1.88,"Q1",51,616,1195,43287,4579,1112,3.85,70.27,"Switzerland","Neuroscience (miscellaneous) (Q1)","16624548","16624548",""
"376",1447,"Virulence","journal",1.877,"Q1",39,171,376,5445,1333,296,4.27,31.84,"United States","Immunology (Q1); Infectious Diseases (Q1); Microbiology (Q1); Microbiology (medical) (Q1); Parasitology (Q1)","21505594; 21505608","21505594","21505608"
"377",1449,"Journal of Toxicology and Environmental Health - Part B: Critical Reviews","journal",1.876,"Q1",63,19,44,1932,249,42,5.46,101.68,"United Kingdom","Health, Toxicology and Mutagenesis (Q1); Toxicology (Q1)","15216950; 10937404","15216950","10937404"
"378",1452,"Paediatric and Perinatal Epidemiology","journal",1.875,"Q1",72,77,223,2167,559,181,2.57,28.14,"United Kingdom","Pediatrics, Perinatology and Child Health (Q1); Epidemiology (Q2)","02695022; 13653016","02695022","13653016"
"379",1455,"American Journal of Obstetrics and Gynecology","journal",1.873,"Q1",186,770,2061,16769,5636,1581,3.2,21.78,"United States","Obstetrics and Gynecology (Q1)","00029378; 10976868","00029378","10976868"
"380",1462,"Progress in Neuro-Psychopharmacology and Biological Psychiatry","journal",1.87,"Q1",104,189,571,16389,2450,557,4.15,86.71,"Netherlands","Pharmacology (Q1); Biological Psychiatry (Q2)","02785846","02785846",""
"381",1467,"Frontiers in Aging Neuroscience","journal",1.865,"Q1",39,331,680,20717,2963,639,4.41,62.59,"Switzerland","Aging (Q1); Cognitive Neuroscience (Q2)","16634365","16634365",""
"382",1468,"Pigment Cell and Melanoma Research","journal",1.865,"Q1",87,95,419,3381,1094,252,4.48,35.59,"United Kingdom","Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Dermatology (Q1); Oncology (Q1)","1755148X; 17551471","1755148X","17551471"
"383",1478,"Journal of Autism and Developmental Disorders","journal",1.861,"Q1",136,371,994,17316,3480,902,3.43,46.67,"United States","Developmental and Educational Psychology (Q1)","01623257","01623257",""
"384",1481,"Journal of Rheumatology","journal",1.86,"Q1",154,382,1287,9663,3116,944,3.15,25.3,"Canada","Immunology (Q1); Immunology and Allergy (Q1); Rheumatology (Q1)","0315162X; 14992752","0315162X","14992752"
"385",1485,"European Journal of Neuroscience","journal",1.857,"Q1",178,314,1062,17484,3009,1002,2.84,55.68,"United Kingdom","Neuroscience (miscellaneous) (Q1)","14609568; 0953816X","14609568","0953816X"
"386",1488,"Neurogastroenterology and Motility","journal",1.855,"Q1",83,216,628,8308,2332,571,3.97,38.46,"United Kingdom","Endocrine and Autonomic Systems (Q1); Gastroenterology (Q1); Physiology (Q1)","13501925","13501925",""
"387",1495,"Atherosclerosis","journal",1.848,"Q1",149,539,1572,20736,5940,1407,4.23,38.47,"Netherlands","Cardiology and Cardiovascular Medicine (Q1)","00219150","00219150",""
"388",1496,"Genes to Cells","journal",1.848,"Q1",103,105,248,4312,606,242,1.97,41.07,"United Kingdom","Genetics (Q1); Cell Biology (Q2)","13569597; 13652443","13569597","13652443"
"389",1500,"International Journal for Parasitology","journal",1.845,"Q1",120,107,345,4973,1407,331,3.84,46.48,"Netherlands","Infectious Diseases (Q1); Parasitology (Q1)","00207519","00207519",""
"390",1501,"Clinical Epigenetics","journal",1.845,"Q1",23,148,186,7549,832,183,4.53,51.01,"Germany","Developmental Biology (Q1); Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q2)","18687083; 18687075","18687083","18687075"
"391",1507,"Biochemical Pharmacology","journal",1.838,"Q1",171,271,1005,14457,4639,961,4.66,53.35,"Netherlands","Biochemistry (Q1); Pharmacology (Q1)","00062952","00062952",""
"392",1510,"Investigative Ophthalmology and Visual Science","journal",1.836,"Q1",183,934,3181,37140,10177,2948,3.15,39.76,"United States","Ophthalmology (Q1); Sensory Systems (Q1); Cellular and Molecular Neuroscience (Q2)","01460404","01460404",""
"393",1513,"Current Opinion in Psychiatry","journal",1.834,"Q1",72,62,249,2997,1001,235,4.18,48.34,"United States","Psychiatry and Mental Health (Q1)","09517367","09517367",""
"394",1526,"Biochemical Society Transactions","journal",1.825,"Q1",123,227,785,13764,2333,777,2.83,60.63,"United Kingdom","Biochemistry (Q1)","14708752; 03005127","14708752","03005127"
"395",1531,"Current HIV/AIDS Reports","journal",1.823,"Q1",41,20,168,1689,581,149,3.98,84.45,"United States","Infectious Diseases (Q1); Virology (Q1)","15483576; 15483568","15483576","15483568"
"396",1540,"International Immunology","journal",1.815,"Q1",118,67,205,3396,702,196,3.69,50.69,"United Kingdom","Immunology (Q1)","14602377; 09538178","14602377","09538178"
"397",1542,"Seminars in Nephrology","journal",1.814,"Q1",75,59,188,3950,686,169,3.51,66.95,"United Kingdom","Nephrology (Q1)","02709295","02709295",""
"398",1546,"Genes","journal",1.811,"Q1",23,133,163,10421,586,159,3.67,78.35,"Switzerland","Genetics (Q1); Genetics (clinical) (Q1)","20734425","20734425",""
"399",1549,"American Journal of Physiology - Gastrointestinal and Liver Physiology","journal",1.81,"Q1",145,232,657,12781,2368,633,3.55,55.09,"United States","Gastroenterology (Q1); Hepatology (Q1); Physiology (Q1); Physiology (medical) (Q1)","15221547; 01931857","15221547","01931857"
"400",1557,"BMC Evolutionary Biology","journal",1.806,"Q1",96,273,922,19542,2782,879,2.76,71.58,"United Kingdom","Ecology, Evolution, Behavior and Systematics (Q1)","14712148","14712148",""
"401",1569,"Critical Reviews in Toxicology","journal",1.799,"Q1",90,39,129,5075,655,117,5.22,130.13,"United Kingdom","Toxicology (Q1)","15476898; 10408444","15476898","10408444"
"402",1570,"ILAR Journal","journal",1.798,"Q1",57,34,96,2238,336,92,3.67,65.82,"United States","Animal Science and Zoology (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)","10842020","10842020",""
"403",1573,"Journal of Crohn's and Colitis","journal",1.795,"Q1",47,145,718,4938,2578,524,4.6,34.06,"United Kingdom","Gastroenterology (Q1)","18739946","18739946",""
"404",1580,"Mitochondrion","journal",1.792,"Q1",68,106,304,4880,1070,287,3.68,46.04,"Netherlands","Molecular Medicine (Q1); Cell Biology (Q2); Molecular Biology (Q2)","15677249","15677249",""
"405",1588,"Acta Biomaterialia","journal",1.789,"Q1",126,643,1574,30650,10336,1511,6.47,47.67,"Netherlands","Biochemistry (Q1); Biomaterials (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Molecular Biology (Q2)","17427061","17427061",""
"406",1599,"International Journal of Biochemistry and Cell Biology","journal",1.782,"Q1",156,310,907,17406,3424,859,3.47,56.15,"United Kingdom","Biochemistry (Q1); Cell Biology (Q2)","13572725","13572725",""
"407",1601,"Cell Communication and Signaling","journal",1.78,"Q1",43,33,239,2331,900,235,3.49,70.64,"United Kingdom","Biochemistry (Q1); Cell Biology (Q2); Molecular Biology (Q2)","1478811X","1478811X",""
"408",1602,"Frontiers in Psychiatry","journal",1.778,"Q1",37,213,520,14055,1814,471,3.45,65.99,"Switzerland","Psychiatry and Mental Health (Q1)","16640640","16640640",""
"409",1610,"Frontiers in Endocrinology","journal",1.772,"Q1",36,139,585,10193,2156,540,3.94,73.33,"Switzerland","Endocrinology, Diabetes and Metabolism (Q1)","16642392","16642392",""
"410",1619,"Journal of Pharmacology and Experimental Therapeutics","journal",1.766,"Q1",198,239,767,11774,2971,727,3.94,49.26,"United States","Molecular Medicine (Q1); Pharmacology (Q1)","00223565; 15210103","00223565","15210103"
"411",1621,"Frontiers in Physiology","journal",1.765,"Q1",52,654,1295,42026,4995,1205,4.08,64.26,"Switzerland","Physiology (Q1); Physiology (medical) (Q1)","1664042X","1664042X",""
"412",1623,"American Journal of Physiology - Cell Physiology","journal",1.765,"Q1",159,212,733,12278,2245,621,3.42,57.92,"United States","Physiology (Q1); Cell Biology (Q2)","15221563; 03636143","15221563","03636143"
"413",1625,"Clinical and Translational Medicine","journal",1.763,"Q1",3,0,3,0,11,3,3.67,0,"Germany","Medicine (miscellaneous) (Q1); Molecular Medicine (Q1)","20011326","20011326",""
"414",1626,"CNS Drugs","journal",1.763,"Q1",91,89,283,7674,1394,258,4.86,86.22,"United Kingdom","Neurology (clinical) (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1)","11727047","11727047",""
"415",1635,"Molecular and Cellular Endocrinology","journal",1.756,"Q1",120,411,1004,21656,3826,975,3.87,52.69,"Netherlands","Biochemistry (Q1); Endocrinology (Q1); Molecular Biology (Q2)","03037207","03037207",""
"416",1639,"Protein & Cell","journal",1.754,"Q1",38,107,340,3925,1093,284,4.25,36.68,"Germany","Biochemistry (Q1); Biotechnology (Q1); Drug Discovery (Q1); Medicine (miscellaneous) (Q1); Cell Biology (Q2)","1674800X; 16748018","1674800X","16748018"
"417",1649,"Journal of the American Medical Informatics Association : JAMIA","journal",1.748,"Q1",121,196,676,6797,2508,610,3.64,34.68,"United States","Health Informatics (Q1)","10675027","10675027",""
"418",1651,"Journal of Gastroenterology","journal",1.748,"Q1",95,145,483,5840,1810,416,4.24,40.28,"Germany","Gastroenterology (Q1)","09441174","09441174",""
"419",1652,"Journal of Cellular and Molecular Medicine","journal",1.747,"Q1",101,253,674,10956,3399,655,4.89,43.3,"United Kingdom","Molecular Medicine (Q1); Cell Biology (Q2)","15821838; 15824934","15821838","15824934"
"420",1653,"Journal of Pediatrics","journal",1.747,"Q1",173,970,2422,19620,5764,1584,3.26,20.23,"United States","Pediatrics, Perinatology and Child Health (Q1)","10976833; 00223476","10976833","00223476"
"421",1668,"Translational Research","journal",1.739,"Q1",78,140,358,10767,1370,319,4.31,76.91,"Netherlands","Biochemistry (medical) (Q1); Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1)","19315244","19315244",""
"422",1669,"Frontiers in Human Neuroscience","journal",1.739,"Q1",65,690,2528,43366,8512,2392,3.05,62.85,"Switzerland","Behavioral Neuroscience (Q1); Neurology (Q1); Neuropsychology and Physiological Psychology (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2)","16625161","16625161",""
"423",1670,"Clinical Immunology","journal",1.739,"Q1",105,197,511,7330,1746,433,3.96,37.21,"United States","Immunology (Q1); Immunology and Allergy (Q1)","15217035; 15216616","15217035","15216616"
"424",1681,"Frontiers in Microbiology","journal",1.731,"Q1",59,2194,2626,142004,10813,2495,4.07,64.72,"Switzerland","Microbiology (Q1); Microbiology (medical) (Q1)","1664302X","1664302X",""
"425",1691,"Journal of Experimental Biology","journal",1.722,"Q1",149,557,1894,25549,4933,1538,2.99,45.87,"United Kingdom","Animal Science and Zoology (Q1); Aquatic Science (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Insect Science (Q1); Medicine (miscellaneous) (Q1); Physiology (Q1); Molecular Biology (Q2)","00220949; 14779145","00220949","14779145"
"426",1697,"Journal of Cellular Physiology","journal",1.719,"Q1",150,291,822,16638,3142,805,3.91,57.18,"United States","Clinical Biochemistry (Q1); Physiology (Q1); Cell Biology (Q2)","00219541; 10974652","00219541","10974652"
"427",1700,"Pediatric Diabetes","journal",1.717,"Q1",55,165,271,3461,935,254,3.8,20.98,"United Kingdom","Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1); Pediatrics, Perinatology and Child Health (Q1)","1399543X; 13995448","1399543X","13995448"
"428",1703,"Trends in Cardiovascular Medicine","journal",1.716,"Q1",86,140,261,4453,674,161,4.77,31.81,"Netherlands","Cardiology and Cardiovascular Medicine (Q1)","10501738","10501738",""
"429",1704,"Current Opinion in Clinical Nutrition and Metabolic Care","journal",1.715,"Q1",86,80,308,2986,1235,280,4.42,37.33,"United States","Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)","13631950; 14736519","13631950","14736519"
"430",1705,"Archives of Toxicology","journal",1.714,"Q1",84,258,596,15516,2705,473,5.35,60.14,"Germany","Health, Toxicology and Mutagenesis (Q1); Toxicology (Q1)","03405761; 14320738","03405761","14320738"
"431",1706,"Journal of Nutritional Biochemistry","journal",1.714,"Q1",110,210,594,12083,2798,581,4.65,57.54,"Netherlands","Biochemistry (Q1); Clinical Biochemistry (Q1); Endocrinology, Diabetes and Metabolism (Q1); Nutrition and Dietetics (Q1); Molecular Biology (Q2)","09552863","09552863",""
"432",1713,"Current Opinion in Lipidology","journal",1.71,"Q1",110,98,260,4843,844,186,4.43,49.42,"United States","Cardiology and Cardiovascular Medicine (Q1); Endocrinology, Diabetes and Metabolism (Q1); Genetics (Q1); Nutrition and Dietetics (Q1); Cell Biology (Q2); Molecular Biology (Q2)","09579672; 14736535","09579672","14736535"
"433",1719,"Molecular Neurobiology","journal",1.706,"Q2",88,1061,722,38809,2859,666,3.89,36.58,"United States","Cellular and Molecular Neuroscience (Q2)","08937648","08937648",""
"434",1720,"Biochemistry","journal",1.706,"Q1",219,692,2492,37283,6933,2438,2.9,53.88,"United States","Biochemistry (Q1)","00062960; 15204995","00062960","15204995"
"435",1725,"Journal of Proteome Research","journal",1.705,"Q1",133,427,1567,22488,6766,1551,4.28,52.67,"United States","Biochemistry (Q1); Chemistry (miscellaneous) (Q1)","15353907; 15353893","15353907","15353893"
"436",1738,"Viruses","journal",1.699,"Q1",46,332,807,25332,2884,783,3.6,76.3,"Switzerland","Infectious Diseases (Q1); Virology (Q2)","19994915","19994915",""
"437",1743,"PharmacoEconomics","journal",1.697,"Q1",86,114,324,4712,897,261,3.77,41.33,"United Kingdom","Health Policy (Q1); Pharmacology (Q1); Public Health, Environmental and Occupational Health (Q1)","11707690","11707690",""
"438",1755,"Applied and Environmental Microbiology","journal",1.691,"Q1",270,690,2722,37397,10963,2678,3.83,54.2,"United States","Applied Microbiology and Biotechnology (Q1); Biotechnology (Q1); Ecology (Q1); Food Science (Q1)","10985336; 00992240","10985336","00992240"
"439",1762,"Clinics in Perinatology","journal",1.687,"Q1",62,61,204,3060,676,176,3.41,50.16,"United Kingdom","Obstetrics and Gynecology (Q1); Pediatrics, Perinatology and Child Health (Q1)","00955108","00955108",""
"440",1766,"Neuroscience","journal",1.685,"Q1",191,709,2568,46467,8735,2509,3.28,65.54,"Netherlands","Neuroscience (miscellaneous) (Q1)","03064522","03064522",""
"441",1767,"Frontiers in Pharmacology","journal",1.685,"Q1",43,531,726,33764,2837,663,4.39,63.59,"Switzerland","Pharmacology (Q1); Pharmacology (medical) (Q1)","16639812","16639812",""
"442",1777,"Critical Reviews in Microbiology","journal",1.681,"Q1",67,67,93,10229,442,92,4.36,152.67,"United Kingdom","Applied Microbiology and Biotechnology (Q1); Microbiology (Q1)","15497828; 1040841X","15497828","1040841X"
"443",1786,"Experimental Cell Research","journal",1.676,"Q2",167,318,1005,13812,3390,961,3.52,43.43,"United States","Cell Biology (Q2)","00144827; 10902422","00144827","10902422"
"444",1791,"Systematic Reviews","journal",1.672,"Q1",27,214,453,8363,1465,433,3.42,39.08,"United Kingdom","Medicine (miscellaneous) (Q1)","20464053","20464053",""
"445",1801,"Progress in Molecular Biology and Translational Science","journal",1.668,"Q1",82,66,387,7569,1018,342,2.57,114.68,"Netherlands","Molecular Medicine (Q1); Molecular Biology (Q2)","18771173","18771173",""
"446",1810,"Psychopharmacology","journal",1.665,"Q1",171,361,1310,21068,4103,1188,3.3,58.36,"Germany","Pharmacology (Q1)","00333158","00333158",""
"447",1827,"Journal of NeuroImmune Pharmacology","journal",1.658,"Q1",52,78,235,3958,893,223,3.22,50.74,"Germany","Immunology and Allergy (Q1); Neuroscience (miscellaneous) (Q1); Pharmacology (Q1); Immunology (Q2)","15571890; 15571904","15571890","15571904"
"448",1828,"Cellular and Molecular Immunology","journal",1.656,"Q1",54,86,252,5308,942,216,4.13,61.72,"United States","Immunology and Allergy (Q1); Infectious Diseases (Q1); Medicine (miscellaneous) (Q1); Immunology (Q2)","16727681","16727681",""
"449",1837,"Biology Letters","journal",1.653,"Q1",83,239,794,5225,2129,761,2.92,21.86,"United Kingdom","Agricultural and Biological Sciences (miscellaneous) (Q1)","17449561; 1744957X","17449561","1744957X"
